pattern_id,key,left_token_id,right_token_id,distance,left_text,right_text,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage,parent_reuse
309,1799358744,429,582,1, that, we,1072,279,0.25263203,0.01946482,976,0.09760000,1
310,12972983532,3093,315,1, kind, of,1068,287,0.44173103,0.05147357,1043,0.10430000,0
311,62914628,15,17,1,0,2,1068,227,0.18074608,0.18305863,779,0.07790000,31
312,2172650528,518,264,1, at, a,1062,261,0.15740243,0.03785442,1138,0.11380000,1
313,54527400,13,362,1,., A,1061,260,0.31398194,0.04075113,1006,0.10060000,2
314,1321210180,315,1105,1, of, them,1059,258,0.22276422,0.04658638,1094,0.10940000,1
315,1304431345,311,700,2, to, out,1058,275,0.19311909,0.01816986,1143,0.11430000,1
316,1304431993,311,862,2, to, their,1058,256,0.16925490,0.05342379,1058,0.10580000,0
317,71303236,17,17,1,2,2,1057,246,0.21396804,0.09232407,870,0.08700000,25
318,5754586348,1372,315,1, number, of,1055,244,0.40957249,0.09859344,987,0.09870000,2
319,62914641,15,20,2,0,5,1052,215,0.26684019,0.22227599,817,0.08170000,17
320,67108965,16,25,2,1,:,1050,292,0.28143680,0.08574274,644,0.06440000,43
321,67108938,16,18,3,1,3,1049,284,0.25977813,0.05891601,905,0.09050000,11
322,18261999660,4354,11,1, However,",",1044,268,0.36937117,0.00570659,1043,0.10430000,2
323,2944402464,702,264,1, has, a,1044,250,0.20566900,0.06381947,1114,0.11140000,1
324,2738882660,653,537,1, do, not,1043,253,0.41261962,0.05093259,977,0.09770000,2
325,75498353,18,220,2,3, ,1043,293,0.19579564,0.09585053,844,0.08440000,56
326,1304431456,311,728,1, to, go,1039,302,0.30627345,0.12994740,1097,0.10970000,1
327,71303250,17,20,3,2,5,1039,221,0.29980990,0.18231691,846,0.08460000,7
328,54530772,13,1205,1,., We,1038,244,0.35399866,0.08234846,844,0.08440000,0
329,62914652,15,23,1,0,8,1038,215,0.30565849,0.20887866,821,0.08210000,34
330,1304436128,311,1896,1, to, take,1037,274,0.32107331,0.03457527,1113,0.11130000,2
331,2415920601,576,374,2, The, is,1032,253,0.21829097,0.04033008,1077,0.10770000,1
332,1304431333,311,697,2, to, your,1030,234,0.14484514,0.11645859,923,0.09230000,2
333,1170218216,279,1850,1, the, best,1025,281,0.29944931,0.07144115,1030,0.10300000,4
334,1501562549,358,429,2, I, that,1025,281,0.11585553,0.07144115,1013,0.10130000,2
335,46143648,11,1576,1,",", because,1024,227,0.19203601,0.14098741,997,0.09970000,0
336,5163189772,1231,387,1, may, be,1022,241,0.47373718,0.07918546,978,0.09780000,3
337,2113930272,504,264,1, from, a,1022,243,0.15292853,0.07092095,1098,0.10980000,0
338,3699376172,882,11,1, time,",",1020,253,0.14556737,0.02863404,1099,0.10990000,12
339,71303258,17,22,3,2,7,1018,229,0.34387365,0.12633882,838,0.08380000,17
340,922746981,220,25,2, ,:,1016,238,0.21379782,0.08582358,592,0.05920000,24
341,6777996508,1616,311,1, way, to,1015,269,0.26595803,0.03760186,1094,0.10940000,9
342,1501562561,358,432,2, I, it,1015,274,0.15250794,0.05601859,997,0.09970000,3
343,67108946,16,20,3,1,5,1014,291,0.26578785,0.11719946,887,0.08870000,10
344,1304431365,311,705,2, to, up,1014,246,0.19144004,0.05079227,1081,0.10810000,0
345,2617246576,624,220,1,".
", ,1013,301,0.34065451,0.15197314,377,0.03770000,14
346,62914648,15,22,1,0,7,1013,208,0.30817320,0.21759905,727,0.07270000,31
347,6534727780,1558,537,1, does, not,1010,230,0.53402484,0.11409192,984,0.09840000,1
348,2843739372,678,315,1, all, of,1010,232,0.17812762,0.10543386,1022,0.10220000,0
349,67108942,16,19,3,1,4,1008,224,0.27874480,0.13854302,821,0.08210000,10
350,46141485,11,1035,2,",", would,1006,276,0.12709823,0.07219789,1065,0.10650000,5
351,62914656,15,24,1,0,9,999,289,0.27100509,0.12520629,856,0.08560000,44
352,4508877856,1075,264,1, like, a,996,273,0.21697904,0.07125891,1068,0.10680000,0
353,100663388,24,23,1,9,8,995,255,0.43302144,0.00405518,745,0.07450000,19
354,71303232,17,16,1,2,1,994,260,0.17505637,0.02447880,852,0.08520000,18
355,88080444,21,15,1,6,0,993,258,0.29850410,0.01776330,862,0.08620000,6
356,922746898,220,4,3, ,%,992,208,0.43302592,0.19665065,623,0.06230000,2
357,67108953,16,22,2,1,7,989,263,0.30889730,0.04099408,771,0.07710000,6
358,71303244,17,19,1,2,4,989,236,0.30573826,0.06732815,873,0.08730000,12
359,1321209148,315,847,1, of, my,986,232,0.18866165,0.08138461,919,0.09190000,1
360,62914649,15,22,2,0,7,983,216,0.30383771,0.14979634,779,0.07790000,29
361,2923429941,697,13,2, your,.,983,215,0.16622711,0.15443672,818,0.08180000,10
362,1275071204,304,697,1, in, your,982,208,0.20737535,0.18651885,841,0.08410000,0
363,1107298260,264,501,1, a, new,981,308,0.30966305,0.20706170,1057,0.10570000,0
364,4320134176,1030,264,1, had, a,980,247,0.22377715,0.01262986,1005,0.10050000,1
365,1321211732,315,1493,1, of, these,977,244,0.27715832,0.02178405,1038,0.10380000,0
366,4383048940,1045,315,1, some, of,974,250,0.22712152,0.00558399,1040,0.10400000,2
367,1342177344,320,16,1, (,1,973,211,0.21985791,0.16299157,617,0.06170000,16
368,83886141,20,15,2,5,0,972,232,0.25524967,0.06708406,789,0.07890000,8
369,2956985564,705,311,1, up, to,971,260,0.18526999,0.04788954,1058,0.10580000,8
370,2441086173,582,311,2, we, to,964,246,0.14536314,0.00022538,923,0.09230000,0
371,75497533,18,15,2,3,0,963,245,0.24298767,0.00326083,822,0.08220000,11
372,4341107096,1035,614,1, would, have,961,275,0.38577967,0.11433106,955,0.09550000,2
373,67108941,16,19,2,1,4,959,223,0.27117064,0.09318493,717,0.07170000,4
374,71303262,17,23,3,2,8,956,223,0.32794795,0.09005177,769,0.07690000,13
375,2088767169,498,944,2, you,'t,953,213,0.28629140,0.13278836,876,0.08760000,4
376,4106225608,979,498,1, when, you,951,239,0.34412471,0.01551613,896,0.08960000,0
377,4345302362,1036,854,3, “,”,950,237,0.62876214,0.02286747,704,0.07040000,0
378,1170214345,279,882,2, the, time,949,224,0.13655310,0.07822837,1005,0.10050000,1
379,1170213809,279,748,2, the,’s,947,251,0.11367636,0.03768822,791,0.07910000,1
380,2319451168,553,264,1, by, a,946,235,0.14473476,0.02712268,1017,0.10170000,1
381,3384807460,807,1033,1, they, were,943,263,0.42324145,0.08862213,941,0.09410000,0
382,922746966,220,21,3, ,6,942,282,0.23296523,0.15943617,833,0.08330000,3
383,67108937,16,18,2,1,3,940,254,0.24364100,0.05698877,713,0.07130000,5
384,88080436,21,13,1,6,.,936,270,0.19686630,0.12234086,869,0.08690000,17
385,54536428,13,2619,1,., There,934,222,0.37040512,0.07126468,947,0.09470000,5
386,6220154076,1483,311,1, used, to,934,252,0.31179985,0.05548703,957,0.09570000,1
387,1304432965,311,1105,2, to, them,933,250,0.19273431,0.04859009,1033,0.10330000,0
388,3552575533,847,11,2, my,",",932,212,0.10487803,0.11521216,858,0.08580000,2
389,4693427232,1119,264,1, into, a,931,248,0.24044376,0.04270384,1005,0.10050000,0
390,3384804573,807,311,2, they, to,928,224,0.11475222,0.05585130,980,0.09800000,0
391,62914645,15,21,2,0,6,926,235,0.28828623,0.00575434,726,0.07260000,27
392,1304432504,311,990,1, to, use,924,249,0.27481015,0.05427520,922,0.09220000,0
393,67109949,16,271,2,1,"

",923,234,0.23258988,0.00677374,991,0.09910000,24
394,1799358516,429,525,1, that, are,915,230,0.15164246,0.01531038,933,0.09330000,0
395,1170214156,279,835,1, the, end,914,235,0.28825547,0.00728932,955,0.09550000,7
396,46141260,11,979,1,",", when,914,272,0.13120435,0.15350587,1044,0.10440000,5
397,62914653,15,23,2,0,8,913,205,0.28663524,0.12819153,747,0.07470000,25
398,5226104028,1246,311,1, how, to,912,238,0.22464967,0.02216506,862,0.08620000,1
399,1107298161,264,476,2, a, or,911,223,0.11882031,0.04183675,971,0.09710000,1
400,17205051418,4102,4102,3, , ,907,199,0.26913461,0.15130325,467,0.04670000,1
401,67108962,16,24,3,1,9,907,245,0.26143381,0.05665014,743,0.07430000,5
402,18605936320,4436,944,1, isn,'t,906,222,0.65357791,0.04082755,879,0.08790000,1
403,2441087384,582,614,1, we, have,905,189,0.33622931,0.20065355,836,0.08360000,1
404,71303254,17,21,3,2,6,905,238,0.31915362,0.02987011,760,0.07600000,16
405,2441087028,582,525,1, we, are,905,215,0.31085678,0.07176254,822,0.08220000,1
406,17205036092,4102,271,1, ,"

",904,257,0.29739263,0.10778110,519,0.05190000,0
407,1501564972,358,1035,1, I, would,903,219,0.30007487,0.05111645,865,0.08650000,4
408,2294287520,547,808,1, U,.S,902,240,0.92965939,0.04155878,592,0.05920000,3
409,4546627824,1084,572,1, It, was,902,232,0.38085564,0.00765723,881,0.08810000,1
410,62914640,15,20,1,0,5,902,186,0.24428319,0.21333347,671,0.06710000,30
411,92274740,22,13,1,7,.,900,242,0.19805471,0.05207734,799,0.07990000,17
412,1275071804,304,847,1, in, my,897,219,0.23176547,0.04444976,865,0.08650000,0
413,54528537,13,646,2,., can,891,205,0.13756563,0.10380007,867,0.08670000,0
414,71303266,17,24,3,2,9,889,205,0.28842249,0.10155288,745,0.07450000,15
415,1623196865,387,304,2, be, in,887,229,0.12975529,0.01141140,989,0.09890000,1
416,54527272,13,330,1,.," """,885,202,0.15776586,0.11178557,480,0.04800000,3
417,4957668572,1182,311,1, back, to,883,236,0.26728282,0.04604098,937,0.09370000,1
418,1799358705,429,572,2, that, was,883,237,0.16035791,0.05026932,881,0.08810000,1
419,71303240,17,18,1,2,3,882,222,0.26422333,0.01398030,746,0.07460000,16
420,5913970188,1410,387,1, could, be,881,239,0.41597153,0.06094030,952,0.09520000,1
421,67108949,16,21,2,1,6,878,238,0.28452985,0.06015846,681,0.06810000,5
422,46142704,11,1340,1,",", she,877,230,0.17477014,0.02710669,617,0.06170000,0
423,54527037,13,271,2,.,"

",876,266,0.12903310,0.17366459,591,0.05910000,1
424,46139029,11,421,2,",", if,876,215,0.11241757,0.03919369,959,0.09590000,2
425,2491418724,594,537,1,'s, not,873,195,0.26722971,0.13340162,838,0.08380000,5
426,3179282478,758,11,3, In,",",869,191,0.18652963,0.14953532,915,0.09150000,0
427,83886961,20,220,2,5, ,868,196,0.18150169,0.12254268,781,0.07810000,42
428,1602225176,382,262,1,".

",   ,866,184,0.38490827,0.18341478,316,0.03160000,2
429,1136659524,271,785,1,"

",The,865,222,0.40223101,0.00548225,883,0.08830000,13
430,2088768856,498,1366,1, you, want,863,222,0.41786653,0.00779707,814,0.08140000,8
431,1275071864,304,862,1, in, their,863,248,0.20991684,0.11854843,947,0.09470000,0
432,100663356,24,15,1,9,0,855,204,0.24845836,0.06744710,773,0.07730000,10
433,2956985437,705,279,2, up, the,854,225,0.10520682,0.03170358,949,0.09490000,1
434,1170215976,279,1290,1, the, right,851,200,0.22317618,0.08256039,797,0.07970000,0
435,104858480,25,220,1,:, ,850,206,0.18893648,0.05182580,530,0.05300000,4
436,1765803100,421,279,1, if, the,849,204,0.10859251,0.06040482,883,0.08830000,1
437,1501564952,358,1030,1, I, had,848,230,0.30135310,0.06073305,752,0.07520000,1
438,1799358517,429,525,2, that, are,847,209,0.14170623,0.03383207,881,0.08810000,0
439,1107307052,264,2699,1, a, bit,846,235,0.41477903,0.08460053,857,0.08570000,1
440,1602225009,382,220,2,".

", ,845,230,0.10900803,0.06427706,564,0.05640000,13
441,3384804574,807,311,3, they, to,845,225,0.10304500,0.04229815,929,0.09290000,0
442,13044285484,3110,11,1, example,",",844,206,0.29521492,0.04474195,826,0.08260000,4
443,71303237,17,17,2,2,2,832,175,0.18114958,0.19351209,615,0.06150000,10
444,62914644,15,21,1,0,6,831,212,0.27223288,0.00050914,644,0.06440000,21
445,100663384,24,22,1,9,7,830,232,0.40958245,0.09084605,679,0.06790000,12
446,4106224732,979,279,1, when, the,829,231,0.11898813,0.08773193,915,0.09150000,0
447,62914636,15,19,1,0,4,826,160,0.24536286,0.27588658,600,0.06000000,17
448,1275071640,304,806,1, in, his,825,225,0.20550854,0.06625139,831,0.08310000,0
449,1602224288,382,40,1,".

",I,824,187,0.38299337,0.11752754,693,0.06930000,0
450,79692657,19,220,2,4, ,824,198,0.18803623,0.06036912,760,0.07600000,39
451,4227858477,1008,11,2, other,",",824,232,0.12959373,0.09810122,916,0.09160000,4
452,1107302664,264,1602,1, a, very,822,200,0.27235651,0.04788865,878,0.08780000,0
453,54534172,13,2055,1,., So,819,169,0.34933064,0.21265099,781,0.07810000,0
454,1275068514,304,24,3, in,9,819,234,0.19199426,0.11277141,692,0.06920000,2
455,6845105880,1632,438,1, well, as,818,225,0.44927574,0.07477244,873,0.08730000,2
456,1304434452,311,1477,1, to, find,816,232,0.31563556,0.10785739,898,0.08980000,2
457,3292529901,785,315,2,The, of,816,229,0.18699062,0.09484202,900,0.09000000,1
458,75498354,18,220,3,3, ,816,171,0.16270952,0.19721642,727,0.07270000,22
459,13077841428,3118,389,1, based, on,812,196,0.56525139,0.05585130,806,0.08060000,1
460,1170216964,279,1537,1, the, last,812,185,0.26123750,0.11361014,839,0.08390000,5
461,46143328,11,1496,1,",", even,812,190,0.17790363,0.08694189,884,0.08840000,3
462,2441087512,582,646,1, we, can,810,217,0.34705523,0.04839748,798,0.07980000,1
463,67108958,16,23,3,1,8,803,215,0.27219219,0.04781769,688,0.06880000,5
464,2441086174,582,311,3, we, to,803,214,0.12185973,0.04315568,818,0.08180000,0
465,1304436452,311,1977,1, to, say,795,195,0.29030982,0.03980818,831,0.08310000,0
466,3384805784,807,614,1, they, have,792,200,0.29096131,0.01070965,816,0.08160000,0
467,1170214386,279,892,3, the, which,792,177,0.10199702,0.13287728,847,0.08470000,1
468,1304438568,311,2506,1, to, keep,790,214,0.35115027,0.05947745,852,0.08520000,2
469,67108950,16,21,3,1,6,790,174,0.26941242,0.14744327,659,0.06590000,2
470,1304434512,311,1492,1, to, help,789,186,0.30220957,0.07948527,810,0.08100000,0
471,1799357966,429,387,3, that, be,788,186,0.13750767,0.07821704,875,0.08750000,0
472,1170217976,279,1790,1, the, next,786,208,0.29100388,0.03611566,846,0.08460000,1
473,1354763420,323,807,1, and, they,786,225,0.10531150,0.11467799,869,0.08690000,0
474,2252342304,537,264,1, not, a,783,198,0.10106313,0.00933129,869,0.08690000,3
475,83886142,20,15,3,5,0,782,182,0.22464354,0.09231368,651,0.06510000,5
476,6379538532,1521,537,1, did, not,779,202,0.48719679,0.01579103,746,0.07460000,0
477,17414751452,4152,311,1, due, to,778,183,0.41984839,0.08170600,761,0.07610000,5
478,62914632,15,18,1,0,3,778,172,0.21288639,0.14369767,611,0.06110000,26
479,1304430377,311,458,2, to, an,778,223,0.10569579,0.11597962,893,0.08930000,0
480,62914657,15,24,2,0,9,777,177,0.23519608,0.11375624,666,0.06660000,25
481,1920992493,458,315,2, an, of,777,210,0.11768046,0.05720156,873,0.08730000,0
482,3615497360,862,1828,1, their, own,776,204,0.54073672,0.02950185,805,0.08050000,0
483,4634707164,1105,311,1, them, to,774,177,0.16742771,0.10988777,804,0.08040000,0
484,54532960,13,1752,1,., For,772,183,0.36166611,0.07396402,786,0.07860000,3
485,2252342796,537,387,1, not, be,771,165,0.25029349,0.17620852,815,0.08150000,1
486,3179282477,758,11,2, In,",",771,190,0.17034116,0.03512993,838,0.08380000,0
487,54538740,13,3197,1,., When,770,181,0.36969787,0.08235911,766,0.07660000,0
488,4106225048,979,358,1, when, I,767,210,0.29256247,0.07015511,751,0.07510000,0
489,2399143105,572,304,2, was, in,767,183,0.11936114,0.06746627,822,0.08220000,8
490,62914888,15,82,1,0,s,765,183,0.34655123,0.06485531,574,0.05740000,39
491,54537704,13,2938,1,., That,765,203,0.34225424,0.03886452,774,0.07740000,0
492,4320134364,1030,311,1, had, to,765,181,0.16508035,0.07584443,772,0.07720000,0
493,3388997684,808,13,1,.S,.,764,191,0.42290484,0.02075999,508,0.05080000,3
494,1354764224,323,1008,1, and, other,764,168,0.19383950,0.14906943,806,0.08060000,0
495,1304431552,311,752,1, to, me,763,171,0.18685736,0.13006010,736,0.07360000,0
496,46142864,11,1380,1,",", where,761,182,0.18301426,0.06509229,809,0.08090000,0
497,100663361,24,16,2,9,1,759,236,0.23595697,0.19736440,624,0.06240000,12
498,1799359001,429,646,2, that, can,759,199,0.17990975,0.02683742,846,0.08460000,0
499,4546626593,1084,264,2, It, a,758,197,0.19510881,0.01805472,838,0.08380000,0
500,2738882504,653,498,1, do, you,757,185,0.29646908,0.04347305,699,0.06990000,0
501,67108954,16,22,3,1,7,754,204,0.26919916,0.05826200,647,0.06470000,2
502,3179283548,758,279,1, In, the,754,196,0.16753882,0.01825667,823,0.08230000,5
503,2923431181,697,323,2, your, and,753,187,0.11613696,0.02742224,741,0.07410000,1
504,1568673304,374,902,1, is, no,750,197,0.28444987,0.02866490,806,0.08060000,3
505,3959425432,944,614,1,'t, have,749,198,0.30654064,0.03506242,796,0.07960000,9
506,15263088976,3639,4180,1, United, States,745,160,0.95570348,0.17267603,559,0.05590000,5
507,1136657432,271,262,1,"

",   ,745,180,0.41058488,0.05489299,258,0.02580000,8
508,4320137168,1030,1012,1, had, been,744,211,0.48349129,0.10535147,714,0.07140000,0
509,75497542,18,17,3,3,2,743,183,0.24030707,0.03567552,644,0.06440000,27
510,2294284341,547,13,2, U,.,742,190,0.38786426,0.00320920,491,0.04910000,1
511,1321207592,315,458,1, of, an,742,194,0.11172109,0.02404329,825,0.08250000,1
512,4412410184,1052,594,1, there,'s,740,177,0.33025191,0.06496608,701,0.07010000,2
513,9802089564,2337,279,1, during, the,739,176,0.27321310,0.06927955,732,0.07320000,2
514,71303260,17,23,1,2,8,737,215,0.28879695,0.13358451,681,0.06810000,12
515,5247077820,1251,879,1, people, who,736,168,0.45935076,0.11173176,710,0.07100000,0
516,4575986780,1091,279,1, than, the,736,187,0.12301878,0.00458713,817,0.08170000,0
517,8275363036,1973,311,1, order, to,735,170,0.35751926,0.09853769,742,0.07420000,2
518,96469044,23,13,1,8,.,735,205,0.16488034,0.08867386,684,0.06840000,18
519,4412411417,1052,902,2, there, no,731,195,0.48593866,0.04412047,816,0.08160000,2
520,88081265,21,220,2,6, ,731,227,0.19775034,0.19607093,702,0.07020000,43
521,54529730,13,944,3,.,'t,729,159,0.13507052,0.15723515,674,0.06740000,0
522,58720324,14,17,1,/,2,728,185,0.41005398,0.00441085,400,0.04000000,49
523,79691837,19,15,2,4,0,728,202,0.22795978,0.08350103,627,0.06270000,6
524,1136657265,271,220,2,"

", ,728,206,0.13945219,0.10310950,632,0.06320000,16
525,922748238,220,339,3, ,th,726,146,0.40033704,0.23840902,584,0.05840000,4
526,1623207456,387,2952,1, be, able,725,181,0.51359021,0.02214025,764,0.07640000,5
527,46148024,11,2670,1,",", including,724,175,0.32338366,0.05447104,761,0.07610000,1
528,50331716,12,17,1,-,2,723,205,0.31461236,0.10513513,536,0.05360000,23
529,92274748,22,15,1,7,0,723,194,0.25883433,0.04998331,706,0.07060000,6
530,3384805912,807,646,1, they, can,722,160,0.30486016,0.14131695,756,0.07560000,1
531,4731176904,1128,498,1, what, you,722,176,0.28538707,0.04600677,726,0.07260000,0
532,4332717277,1033,311,2, were, to,720,184,0.15972442,0.00121892,733,0.07330000,0
533,100663348,24,13,1,9,.,719,178,0.13422360,0.03054343,625,0.06250000,17
534,54532488,13,1634,1,., As,718,201,0.35274148,0.09236971,773,0.07730000,2
535,71303256,17,22,1,2,7,716,173,0.29060819,0.05485420,649,0.06490000,15
536,830501345,198,7288,2,"
", •,712,134,0.50476326,0.30470374,303,0.03030000,6
537,3502245100,835,315,1, end, of,711,197,0.32578022,0.08206567,778,0.07780000,6
538,92275569,22,220,2,7, ,709,162,0.20006141,0.11072482,645,0.06450000,41
539,62914576,15,4,1,0,%,703,157,0.43371591,0.13357671,585,0.05850000,13
540,3980395613,949,279,2, part, the,703,166,0.23730033,0.07783473,753,0.07530000,0
541,104857661,25,15,2,:,0,703,201,0.22013368,0.11348239,539,0.05390000,25
542,2088769048,498,1414,1, you, know,702,171,0.35002006,0.04673547,687,0.06870000,0
543,100663376,24,20,1,9,5,702,159,0.33808454,0.11949483,570,0.05700000,13
544,3242198708,773,429,1, so, that,701,178,0.22296133,0.00518996,764,0.07640000,3
545,67108913,16,12,2,1,-,698,152,0.28059662,0.15880421,466,0.04660000,28
546,1811943468,432,1035,1, it, would,698,183,0.26794947,0.02680143,755,0.07550000,4
547,2709521441,646,264,2, can, a,698,179,0.10444168,0.00470108,750,0.07500000,1
548,1321209916,315,1039,1, of, our,697,188,0.21048871,0.05519093,711,0.07110000,0
549,1765805212,421,807,1, if, they,695,186,0.36526241,0.04736920,772,0.07720000,0
550,4341105885,1035,311,2, would, to,695,204,0.14247041,0.13974252,769,0.07690000,1
551,5993661676,1429,315,1, most, of,694,154,0.23121789,0.13998498,747,0.07470000,1
552,2373977309,566,311,2, he, to,694,204,0.10804616,0.14118241,696,0.06960000,0
553,46144308,11,1741,1,",", such,693,146,0.18720987,0.19188900,688,0.06880000,2
554,100664177,24,220,2,9, ,693,174,0.16337786,0.01644032,654,0.06540000,40
